,condition
54284,T1
54285,T1
54286,T1
54287,T1
54288,T1
54289,T1
54290,T1
54291,T1
54292,T1
54293,T1
54294,T1
54295,T1
54296,T1
54297,T1
54298,T1
54299,T1
54300,T1
54301,T1
54302,T1
54303,T1
54304,T1
54305,T1
54306,T1
54307,T1
54308,T1
54309,T1
54310,T1
54311,T1
54312,T1
54313,T1
54314,T1
54315,T1
54316,T1
54317,T1
54318,T1
54319,T1
54320,T1
54321,T1
54322,T1
54323,T1
54324,T1
54325,T1
54326,T1
54327,T1
54328,T1
54329,T1
54330,T1
54331,T1
54332,T1
54333,T1
54334,T1
54335,T1
54336,T1
54337,T1
54338,T1
54339,T1
54340,T1
54341,T1
54342,T1
54343,T1
54344,T1
54345,T1
54346,T1
54347,T1
54348,T1
54349,T1
54350,T1
54351,T1
54352,T1
54353,T1
54354,T1
54355,T1
54356,T1
54357,T1
54358,T1
54359,T1
54360,T1
54361,T1
54362,T1
54363,T1
54364,T1
54365,T1
54366,T1
54367,T1
54368,T1
54369,T1
54370,T1
54371,T1
54372,T1
54373,T1
54374,T1
54375,T1
54376,T1
54377,T1
54378,T1
54379,T1
54380,T1
54381,T1
54382,T1
54383,T1
54384,T1
54385,T1
54386,T1
54387,T1
54388,T1
54389,T1
54390,T1
54391,T1
54392,T1
54393,T1
54394,T1
54395,T1
54396,T1
54397,T1
54398,T1
54399,T1
54400,T1
54401,T1
54402,T1
54403,T1
54404,T1
54405,T1
54406,T1
54407,T1
54408,T1
54409,T1
54410,T1
54411,T1
54412,T1
54413,T1
54414,T1
54415,T1
54416,T1
54417,T1
54418,T1
54419,T1
54420,T1
54421,T1
54422,T1
54423,T1
54424,T1
54425,T1
54426,T1
54427,T1
54428,T1
54429,T1
54430,T1
54431,T1
54432,T1
54433,T1
54434,T1
54435,T1
54436,T1
54437,T1
54438,T1
54439,T1
54440,T1
54441,T1
54442,T1
54443,T1
54444,T1
54445,T1
54446,T1
54447,T1
54448,T1
54449,T1
54450,T1
54451,T1
54452,T1
54453,T1
54454,T1
54455,T1
54456,T1
54457,T1
54458,T1
54459,T1
54460,T1
54461,T1
54462,T1
54463,T1
54464,T1
54465,T1
54466,T1
54467,T1
54468,T1
54469,T1
54470,T1
54471,T1
54472,T1
54473,T1
54474,T1
54475,T1
54476,T1
54477,T1
54478,T1
54479,T1
54480,T1
54481,T1
54482,T1
54483,T1
54484,T1
54485,T1
54486,T1
54487,T1
54488,T1
54489,T1
54490,T1
54491,T1
54492,T1
54493,T1
54494,T1
54495,T1
54496,T1
54497,T1
54498,T1
54499,T1
54500,T1
54501,T1
54502,T1
54503,T1
54504,T1
54505,T1
54506,T1
54507,T1
54508,T1
54509,T1
54510,T1
54511,T1
54512,T1
54513,T1
54514,T1
54515,T1
54516,T1
54517,T1
54518,T1
54519,T1
54520,T1
54521,T1
54522,T1
54523,T1
54524,T1
54525,T1
54526,T1
54527,T1
54528,T1
54529,T1
56525,T2
56526,T2
56527,T2
56528,T2
56529,T2
56530,T2
56531,T2
56532,T2
56533,T2
56534,T2
56535,T2
56536,T2
56537,T2
56538,T2
56539,T2
56540,T2
56541,T2
56542,T2
56543,T2
56544,T2
56545,T2
56546,T2
56547,T2
56548,T2
56549,T2
56550,T2
56551,T2
56552,T2
56553,T2
56554,T2
56555,T2
56556,T2
56557,T2
56558,T2
56559,T2
56560,T2
56561,T2
56562,T2
56563,T2
56564,T2
56565,T2
56566,T2
56567,T2
56568,T2
56569,T2
56570,T2
56571,T2
56572,T2
56573,T2
56574,T2
56575,T2
56576,T2
56577,T2
56578,T2
56579,T2
56580,T2
56581,T2
56582,T2
56583,T2
56584,T2
56585,T2
56586,T2
56587,T2
56588,T2
56589,T2
56590,T2
56591,T2
56592,T2
56593,T2
56594,T2
56595,T2
56596,T2
56597,T2
56598,T2
56599,T2
56600,T2
56601,T2
56602,T2
56603,T2
56604,T2
56605,T2
56606,T2
56607,T2
56608,T2
56609,T2
56610,T2
56611,T2
56612,T2
56613,T2
56614,T2
56615,T2
56616,T2
56617,T2
56618,T2
56619,T2
56620,T2
56621,T2
56622,T2
56623,T2
56624,T2
56625,T2
56626,T2
56627,T2
56628,T2
56629,T2
56630,T2
56631,T2
56632,T2
56633,T2
56634,T2
56635,T2
56636,T2
56637,T2
56638,T2
56639,T2
56640,T2
56641,T2
56642,T2
56643,T2
56644,T2
56645,T2
56646,T2
56647,T2
56648,T2
56649,T2
56650,T2
56651,T2
56652,T2
56653,T2
56654,T2
56655,T2
56656,T2
56657,T2
56658,T2
56659,T2
56660,T2
56661,T2
56662,T2
56663,T2
56664,T2
56665,T2
56666,T2
56667,T2
56668,T2
56669,T2
56670,T2
56671,T2
56672,T2
56673,T2
56674,T2
56675,T2
56676,T2
56677,T2
56678,T2
56679,T2
56680,T2
56681,T2
56682,T2
56683,T2
56684,T2
56685,T2
56686,T2
56687,T2
56688,T2
56689,T2
56690,T2
56691,T2
56692,T2
56693,T2
56694,T2
56695,T2
56696,T2
56697,T2
56698,T2
56699,T2
56700,T2
56701,T2
56702,T2
56703,T2
56704,T2
56705,T2
56706,T2
56707,T2
56708,T2
56709,T2
56710,T2
56711,T2
56712,T2
56713,T2
56714,T2
56715,T2
56716,T2
56717,T2
56718,T2
56719,T2
56720,T2
56721,T2
56722,T2
56723,T2
56724,T2
56725,T2
56726,T2
56727,T2
56728,T2
56729,T2
56730,T2
56731,T2
56732,T2
56733,T2
56734,T2
56735,T2
56736,T2
56737,T2
56738,T2
56739,T2
56740,T2
56741,T2
56742,T2
56743,T2
56744,T2
56745,T2
56746,T2
56747,T2
56748,T2
56749,T2
56750,T2
56751,T2
56752,T2
56753,T2
56754,T2
56755,T2
56756,T2
56757,T2
56758,T2
56759,T2
56760,T2
56761,T2
56762,T2
56763,T2
56764,T2
56765,T2
56766,T2
56767,T2
56768,T2
56769,T2
56770,T2
56771,T2
56772,T2
56773,T2
56774,T2
56775,T2
56776,T2
56777,T2
56778,T2
56779,T2
56780,T2
56781,T2
56782,T2
56783,T2
56784,T2
56785,T2
56786,T2
56787,T2
56788,T2
56789,T2
56790,T2
56791,T2
56792,T2
56793,T2
56794,T2
56795,T2
56796,T2
56797,T2
56798,T2
56799,T2
56800,T2
56801,T2
56802,T2
56803,T2
56804,T2
56805,T2
56806,T2
56807,T2
56808,T2
56809,T2
56810,T2
56811,T2
56812,T2
56813,T2
56814,T2
56815,T2
56816,T2
56817,T2
56818,T2
56819,T2
56820,T2
56821,T2
56822,T2
56823,T2
56824,T2
56825,T2
56826,T2
56827,T2
56828,T2
56829,T2
56830,T2
56831,T2
56832,T2
56833,T2
56834,T2
56835,T2
56836,T2
56837,T2
56838,T2
56839,T2
56840,T2
56841,T2
56842,T2
56843,T2
56844,T2
56845,T2
56846,T2
56847,T2
56848,T2
56849,T2
56850,T2
56851,T2
56852,T2
56853,T2
56854,T2
56855,T2
56856,T2
56857,T2
56858,T2
56859,T2
56860,T2
56861,T2
56862,T2
56863,T2
56864,T2
56865,T2
56866,T2
56867,T2
56868,T2
56869,T2
56870,T2
56871,T2
56872,T2
56873,T2
56874,T2
56875,T2
56876,T2
56877,T2
56878,T2
56879,T2
56880,T2
56881,T2
56882,T2
56883,T2
56884,T2
56885,T2
56886,T2
56887,T2
56888,T2
56889,T2
56890,T2
56891,T2
56892,T2
56893,T2
56894,T2
56895,T2
56896,T2
56897,T2
56898,T2
56899,T2
56900,T2
56901,T2
56902,T2
56903,T2
56904,T2
56905,T2
56906,T2
56907,T2
56908,T2
56909,T2
56910,T2
56911,T2
56912,T2
56913,T2
56914,T2
56915,T2
56916,T2
56917,T2
56918,T2
56919,T2
56920,T2
56921,T2
56922,T2
56923,T2
56924,T2
56925,T2
56926,T2
56927,T2
56928,T2
56929,T2
56930,T2
56931,T2
56932,T2
56933,T2
56934,T2
56935,T2
56936,T2
56937,T2
56938,T2
56939,T2
56940,T2
56941,T2
56942,T2
56943,T2
56944,T2
56945,T2
56946,T2
56947,T2
56948,T2
56949,T2
56950,T2
56951,T2
56952,T2
56953,T2
56954,T2
56955,T2
56956,T2
56957,T2
56958,T2
56959,T2
56960,T2
56961,T2
56962,T2
56963,T2
56964,T2
56965,T2
56966,T2
56967,T2
56968,T2
56969,T2
56970,T2
56971,T2
56972,T2
56973,T2
56974,T2
56975,T2
56976,T2
56977,T2
56978,T2
56979,T2
56980,T2
56981,T2
56982,T2
56983,T2
56984,T2
56985,T2
56986,T2
56987,T2
56988,T2
56989,T2
56990,T2
56991,T2
56992,T2
56993,T2
56994,T2
56995,T2
56996,T2
56997,T2
56998,T2
56999,T2
57000,T2
57001,T2
57002,T2
57003,T2
57004,T2
57005,T2
57006,T2
57007,T2
57008,T2
57009,T2
57010,T2
57011,T2
57012,T2
57013,T2
57014,T2
57015,T2
57016,T2
57017,T2
57018,T2
57019,T2
57020,T2
57021,T2
57022,T2
57023,T2
57024,T2
57025,T2
57026,T2
57027,T2
57028,T2
57029,T2
57030,T2
57031,T2
57032,T2
57033,T2
57034,T2
57035,T2
57036,T2
57037,T2
57038,T2
57039,T2
57040,T2
57041,T2
57042,T2
57043,T2
57044,T2
57045,T2
57046,T2
57047,T2
57048,T2
57049,T2
57050,T2
57051,T2
57052,T2
57053,T2
57054,T2
57055,T2
57056,T2
57057,T2
57058,T2
57059,T2
57060,T2
57061,T2
57062,T2
57063,T2
57064,T2
57065,T2
57066,T2
57067,T2
57068,T2
57069,T2
57070,T2
57071,T2
57072,T2
57073,T2
57074,T2
57075,T2
57076,T2
57077,T2
57078,T2
57079,T2
57080,T2
57081,T2
57082,T2
57083,T2
57084,T2
57085,T2
57086,T2
57087,T2
57088,T2
57089,T2
57090,T2
57091,T2
57092,T2
57093,T2
57094,T2
57095,T2
57096,T2
57097,T2
57098,T2
57099,T2
57100,T2
57101,T2
57102,T2
57103,T2
57104,T2
57105,T2
57106,T2
57107,T2
57108,T2
57109,T2
57110,T2
57111,T2
57112,T2
57113,T2
57114,T2
57115,T2
57116,T2
57117,T2
57118,T2
57119,T2
57120,T2
57121,T2
57122,T2
57123,T2
57124,T2
57125,T2
57126,T2
57127,T2
57128,T2
57129,T2
57130,T2
57131,T2
57132,T2
57133,T2
57134,T2
57135,T2
57136,T2
57137,T2
57138,T2
57139,T2
57140,T2
57141,T2
57142,T2
57143,T2
57144,T2
57145,T2
57146,T2
57147,T2
57148,T2
57149,T2
57150,T2
57151,T2
57152,T2
57153,T2
57154,T2
57155,T2
57156,T2
57157,T2
57158,T2
57159,T2
57160,T2
57161,T2
57162,T2
57163,T2
57164,T2
57165,T2
57166,T2
57167,T2
57168,T2
57169,T2
57170,T2
57171,T2
57172,T2
57173,T2
57174,T2
57175,T2
57176,T2
57177,T2
57178,T2
57179,T2
57180,T2
57181,T2
57182,T2
57183,T2
57184,T2
57185,T2
57186,T2
57187,T2
57188,T2
57189,T2
57855,T1
57856,T1
57857,T1
57858,T1
57859,T1
57860,T1
57861,T1
57862,T1
57863,T1
57864,T1
57865,T1
57866,T1
57867,T1
57868,T1
57869,T1
57870,T1
57871,T1
57872,T1
57873,T1
57874,T1
57875,T1
57876,T1
57877,T1
57878,T1
57879,T1
57880,T1
57881,T1
57882,T1
57883,T1
57884,T1
57885,T1
57886,T1
57887,T1
57888,T1
57889,T1
57890,T1
57891,T1
57892,T1
57893,T1
57894,T1
57895,T1
57896,T1
57897,T1
57898,T1
57899,T1
57900,T1
57901,T1
57902,T1
57903,T1
57904,T1
57905,T1
57906,T1
57907,T1
57908,T1
57909,T1
57910,T1
57911,T1
57912,T1
57913,T1
57914,T1
57915,T1
57916,T1
57917,T1
57918,T1
57919,T1
57920,T1
57921,T1
57922,T1
57923,T1
57924,T1
57925,T1
57926,T1
57927,T1
57928,T1
57929,T1
57930,T1
57931,T1
57932,T1
57933,T1
57934,T1
57935,T1
57936,T1
57937,T1
57938,T1
57939,T1
57940,T1
57941,T1
57942,T1
57943,T1
57944,T1
57945,T1
57946,T1
57947,T1
57948,T1
57949,T1
57950,T1
57951,T1
57952,T1
57953,T1
57954,T1
57955,T1
57956,T1
57957,T1
57958,T1
57959,T1
57960,T1
57961,T1
57962,T1
57963,T1
57964,T1
57965,T1
57966,T1
57967,T1
57968,T1
57969,T1
57970,T1
57971,T1
57972,T1
57973,T1
57974,T1
57975,T1
57976,T1
57977,T1
57978,T1
57979,T1
57980,T1
57981,T1
57982,T1
57983,T1
57984,T1
57985,T1
57986,T1
57987,T1
57988,T1
57989,T1
57990,T1
57991,T1
57992,T1
57993,T1
57994,T1
57995,T1
57996,T1
57997,T1
57998,T1
57999,T1
58000,T1
58001,T1
58002,T1
58003,T1
58004,T1
58005,T1
58006,T1
58007,T1
58008,T1
58009,T1
58010,T1
58011,T1
58012,T1
58013,T1
58014,T1
58015,T1
58016,T1
58017,T1
58018,T1
58019,T1
58020,T1
58021,T1
58022,T1
58023,T1
58024,T1
58025,T1
58026,T1
58027,T1
58028,T1
58029,T1
58030,T1
58031,T1
58032,T1
58033,T1
58034,T1
58035,T1
58036,T1
58037,T1
58038,T1
58039,T1
58040,T1
58041,T1
58042,T1
58043,T1
58044,T1
58045,T1
58046,T1
58047,T1
58048,T1
58049,T1
58050,T1
58051,T1
58052,T1
58053,T1
58054,T1
58055,T1
58056,T1
58057,T1
58058,T1
58059,T1
58060,T1
58061,T1
58062,T1
58063,T1
58064,T1
58065,T1
58066,T1
58067,T1
58068,T1
58069,T1
58070,T1
58071,T1
58072,T1
58073,T1
58074,T1
58075,T1
58076,T1
58077,T1
58078,T1
58079,T1
58080,T1
58081,T1
58082,T1
58083,T1
58084,T1
58085,T1
58086,T1
58087,T1
58088,T1
58089,T1
58090,T1
58091,T1
58092,T1
58093,T1
58094,T1
58095,T1
58096,T1
58097,T1
58098,T1
58099,T1
58100,T1
58101,T1
58102,T1
58103,T1
58104,T1
58105,T1
58106,T1
58107,T1
58108,T1
58109,T1
58110,T1
58111,T1
58112,T1
58113,T1
58114,T1
58115,T1
58116,T1
58117,T1
58118,T1
58119,T1
58120,T1
58121,T1
58122,T1
58123,T1
58124,T1
58125,T1
58126,T1
58127,T1
58128,T1
58129,T1
58130,T1
58131,T1
58132,T1
58133,T1
58134,T1
58135,T1
58136,T1
58137,T1
58138,T1
58139,T1
58140,T1
58141,T1
58142,T1
58143,T1
58144,T1
58145,T1
58146,T1
58147,T1
58148,T1
58149,T1
58150,T1
58151,T1
58152,T1
58153,T1
58154,T1
58155,T1
58156,T1
58157,T1
58158,T1
58159,T1
58160,T1
58161,T1
58162,T1
58163,T1
58164,T1
58165,T1
58166,T1
58167,T1
58168,T1
58169,T1
58170,T1
58171,T1
58172,T1
58173,T1
58174,T1
58175,T1
58176,T1
58177,T1
58178,T1
58179,T1
58180,T1
58181,T1
58182,T1
58183,T1
58184,T1
58185,T1
58186,T1
58187,T1
58188,T1
58189,T1
58190,T1
58191,T1
58192,T1
58193,T1
58194,T1
58195,T1
58196,T1
58197,T1
58198,T1
58199,T1
58200,T1
58201,T1
58202,T1
58203,T1
58204,T1
58205,T1
58206,T1
58207,T1
58208,T1
58209,T1
58210,T1
58211,T1
58212,T1
58213,T1
58214,T1
58215,T1
58216,T1
58217,T1
58218,T1
58219,T1
58220,T1
58221,T1
58222,T1
58223,T1
58224,T1
58225,T1
58226,T1
58227,T1
58228,T1
58229,T1
58230,T1
58231,T1
58232,T1
58233,T1
58234,T1
58235,T1
58236,T1
58237,T1
58238,T1
58239,T1
58240,T1
58241,T1
58242,T1
58243,T1
58244,T1
58245,T1
58246,T1
58247,T1
58248,T1
58249,T1
58250,T1
58251,T1
58252,T1
58253,T1
58254,T1
58255,T1
58256,T1
58257,T1
58258,T1
58259,T1
58260,T1
58261,T1
58262,T1
58263,T1
58264,T1
58265,T1
58266,T1
58267,T1
58268,T1
58269,T1
58270,T1
58271,T1
58272,T1
58273,T1
58274,T1
58275,T1
58276,T1
58277,T1
58278,T1
58279,T1
58280,T1
58281,T1
58282,T1
58283,T1
58284,T1
58285,T1
58286,T1
58287,T1
58288,T1
58289,T1
58290,T1
58291,T1
58292,T1
58293,T1
58294,T1
58295,T1
58296,T1
58297,T1
58298,T1
58299,T1
58300,T1
58301,T1
58302,T1
58303,T1
58304,T1
58305,T1
58306,T1
58307,T1
58308,T1
58309,T1
58310,T1
58311,T1
58312,T1
58313,T1
58314,T1
58315,T1
58316,T1
58317,T1
58318,T1
58319,T1
58320,T1
58321,T1
58322,T1
58323,T1
58324,T1
58325,T1
58326,T1
58327,T1
58328,T1
58329,T1
58330,T1
58331,T1
58332,T1
58333,T1
58334,T1
58335,T1
58336,T1
58337,T1
58338,T1
58339,T1
58340,T1
58341,T1
58342,T1
58343,T1
58344,T1
58345,T1
58346,T1
58347,T1
58348,T1
58349,T1
58350,T1
58351,T1
58352,T1
58353,T1
58354,T1
58355,T1
58356,T1
58357,T1
58358,T1
58359,T1
58360,T1
58361,T1
58362,T1
58363,T1
58364,T1
58365,T1
58366,T1
58367,T1
58368,T1
58369,T1
58370,T1
58371,T1
58372,T1
58373,T1
58374,T1
58375,T1
58376,T1
58377,T1
58378,T1
58379,T1
58380,T1
58381,T1
58382,T1
58383,T1
58384,T1
58385,T1
58386,T1
58387,T1
58388,T1
58389,T1
58390,T1
58391,T1
58392,T1
58393,T1
58394,T1
58395,T1
58396,T1
58397,T1
58398,T1
58399,T1
58400,T1
58401,T1
58402,T1
58403,T1
58404,T1
58405,T1
58406,T1
58407,T1
58408,T1
58409,T1
58410,T1
58411,T1
58412,T1
58413,T1
58414,T1
58415,T1
58416,T1
58417,T1
58418,T1
58419,T1
58420,T1
58421,T1
58422,T1
58423,T1
58424,T1
58425,T1
58426,T1
58427,T1
58428,T1
58429,T1
58430,T1
58431,T1
58432,T1
58433,T1
58434,T1
58435,T1
58436,T1
58437,T1
58438,T1
58439,T1
58440,T1
58441,T1
58442,T1
58443,T1
58444,T1
58445,T1
58446,T1
58447,T1
58448,T1
58449,T1
58450,T1
58451,T1
58452,T1
58453,T1
58454,T1
58455,T1
58456,T1
58457,T1
58458,T1
58459,T1
58460,T1
58461,T1
58462,T1
58463,T1
58464,T1
58465,T1
58466,T1
58467,T1
58468,T1
58469,T1
58470,T1
58471,T1
58472,T1
58473,T1
58474,T1
58475,T1
58476,T1
58477,T1
58478,T1
58479,T1
58480,T1
58481,T1
58482,T1
58483,T1
58484,T1
58485,T1
58486,T1
58487,T1
58488,T1
58489,T1
58490,T1
58491,T1
58492,T1
58493,T1
58494,T1
58495,T1
58496,T1
58497,T1
58498,T1
58499,T1
58500,T1
58501,T1
58502,T1
58503,T1
58504,T1
58505,T1
58506,T1
58507,T1
58508,T1
58509,T1
58510,T1
58511,T1
58512,T1
58513,T1
58514,T1
58515,T1
58516,T1
58517,T1
58518,T1
58519,T1
